"job_id","job_title","job_posted_date","salary_year_avg","company_name","skills"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","sql"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","python"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","r"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","azure"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","databricks"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","aws"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","pandas"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","pyspark"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","jupyter"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","excel"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","tableau"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","power bi"
552322,"Associate Director- Data Insights","2023-06-18 16:03:12","255829.5","AT&T","powerpoint"
99305,"Data Analyst, Marketing","2023-12-05 20:00:40","232423.0","Pinterest Job Advertisements","sql"
99305,"Data Analyst, Marketing","2023-12-05 20:00:40","232423.0","Pinterest Job Advertisements","python"
99305,"Data Analyst, Marketing","2023-12-05 20:00:40","232423.0","Pinterest Job Advertisements","r"
99305,"Data Analyst, Marketing","2023-12-05 20:00:40","232423.0","Pinterest Job Advertisements","hadoop"
99305,"Data Analyst, Marketing","2023-12-05 20:00:40","232423.0","Pinterest Job Advertisements","tableau"
1021647,"Data Analyst (Hybrid/Remote)","2023-01-17 00:17:23","217000.0","Uclahealthcareers","sql"
1021647,"Data Analyst (Hybrid/Remote)","2023-01-17 00:17:23","217000.0","Uclahealthcareers","crystal"
1021647,"Data Analyst (Hybrid/Remote)","2023-01-17 00:17:23","217000.0","Uclahealthcareers","oracle"
1021647,"Data Analyst (Hybrid/Remote)","2023-01-17 00:17:23","217000.0","Uclahealthcareers","tableau"
1021647,"Data Analyst (Hybrid/Remote)","2023-01-17 00:17:23","217000.0","Uclahealthcareers","flow"
168310,"Principal Data Analyst (Remote)","2023-08-09 11:00:01","205000.0","SmartAsset","sql"
168310,"Principal Data Analyst (Remote)","2023-08-09 11:00:01","205000.0","SmartAsset","python"
168310,"Principal Data Analyst (Remote)","2023-08-09 11:00:01","205000.0","SmartAsset","go"
168310,"Principal Data Analyst (Remote)","2023-08-09 11:00:01","205000.0","SmartAsset","snowflake"
168310,"Principal Data Analyst (Remote)","2023-08-09 11:00:01","205000.0","SmartAsset","pandas"
168310,"Principal Data Analyst (Remote)","2023-08-09 11:00:01","205000.0","SmartAsset","numpy"
168310,"Principal Data Analyst (Remote)","2023-08-09 11:00:01","205000.0","SmartAsset","excel"
168310,"Principal Data Analyst (Remote)","2023-08-09 11:00:01","205000.0","SmartAsset","tableau"
168310,"Principal Data Analyst (Remote)","2023-08-09 11:00:01","205000.0","SmartAsset","gitlab"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","sql"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","python"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","azure"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","aws"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","oracle"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","snowflake"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","tableau"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","power bi"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","sap"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","jenkins"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","bitbucket"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","atlassian"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","jira"
731368,"Director, Data Analyst - HYBRID","2023-12-07 15:00:13","189309.0","Inclusively","confluence"
310660,"Principal Data Analyst, AV Performance Analysis","2023-01-05 00:00:25","189000.0","Motional","sql"
310660,"Principal Data Analyst, AV Performance Analysis","2023-01-05 00:00:25","189000.0","Motional","python"
310660,"Principal Data Analyst, AV Performance Analysis","2023-01-05 00:00:25","189000.0","Motional","r"
310660,"Principal Data Analyst, AV Performance Analysis","2023-01-05 00:00:25","189000.0","Motional","git"
310660,"Principal Data Analyst, AV Performance Analysis","2023-01-05 00:00:25","189000.0","Motional","bitbucket"
310660,"Principal Data Analyst, AV Performance Analysis","2023-01-05 00:00:25","189000.0","Motional","atlassian"
310660,"Principal Data Analyst, AV Performance Analysis","2023-01-05 00:00:25","189000.0","Motional","jira"
310660,"Principal Data Analyst, AV Performance Analysis","2023-01-05 00:00:25","189000.0","Motional","confluence"
1749593,"Principal Data Analyst","2023-07-11 16:00:05","186000.0","SmartAsset","sql"
1749593,"Principal Data Analyst","2023-07-11 16:00:05","186000.0","SmartAsset","python"
1749593,"Principal Data Analyst","2023-07-11 16:00:05","186000.0","SmartAsset","go"
1749593,"Principal Data Analyst","2023-07-11 16:00:05","186000.0","SmartAsset","snowflake"
1749593,"Principal Data Analyst","2023-07-11 16:00:05","186000.0","SmartAsset","pandas"
1749593,"Principal Data Analyst","2023-07-11 16:00:05","186000.0","SmartAsset","numpy"
1749593,"Principal Data Analyst","2023-07-11 16:00:05","186000.0","SmartAsset","excel"
1749593,"Principal Data Analyst","2023-07-11 16:00:05","186000.0","SmartAsset","tableau"
1749593,"Principal Data Analyst","2023-07-11 16:00:05","186000.0","SmartAsset","gitlab"
387860,"ERM Data Analyst","2023-06-09 08:01:04","184000.0","Get It Recruit - Information Technology","sql"
387860,"ERM Data Analyst","2023-06-09 08:01:04","184000.0","Get It Recruit - Information Technology","python"
387860,"ERM Data Analyst","2023-06-09 08:01:04","184000.0","Get It Recruit - Information Technology","r"
1781684,"DTCC Data Analyst","2023-10-06 00:01:41","170000.0","Robert Half","java"
1781684,"DTCC Data Analyst","2023-10-06 00:01:41","170000.0","Robert Half","go"
1781684,"DTCC Data Analyst","2023-10-06 00:01:41","170000.0","Robert Half","excel"
1352513,"REMOTE Director of Data Analytics","2023-08-09 14:02:45","170000.0","A-Line Staffing Solutions","sql"
1352513,"REMOTE Director of Data Analytics","2023-08-09 14:02:45","170000.0","A-Line Staffing Solutions","python"
1352513,"REMOTE Director of Data Analytics","2023-08-09 14:02:45","170000.0","A-Line Staffing Solutions","azure"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","2023-01-23 22:28:01","170000.0","Kelly Science, Engineering, Technology & Telecom","sql"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","2023-01-23 22:28:01","170000.0","Kelly Science, Engineering, Technology & Telecom","python"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","2023-01-23 22:28:01","170000.0","Kelly Science, Engineering, Technology & Telecom","azure"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","2023-01-23 22:28:01","170000.0","Kelly Science, Engineering, Technology & Telecom","databricks"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","2023-01-23 22:28:01","170000.0","Kelly Science, Engineering, Technology & Telecom","power bi"
1525451,"Manager, Data Analyst","2023-04-18 07:01:17","167000.0","Uber","sql"
1525451,"Manager, Data Analyst","2023-04-18 07:01:17","167000.0","Uber","python"
1525451,"Manager, Data Analyst","2023-04-18 07:01:17","167000.0","Uber","r"
1525451,"Manager, Data Analyst","2023-04-18 07:01:17","167000.0","Uber","swift"
1525451,"Manager, Data Analyst","2023-04-18 07:01:17","167000.0","Uber","excel"
1525451,"Manager, Data Analyst","2023-04-18 07:01:17","167000.0","Uber","tableau"
1525451,"Manager, Data Analyst","2023-04-18 07:01:17","167000.0","Uber","looker"
1246069,"Data Analyst","2023-12-08 09:16:37","165000.0","Plexus Resource Solutions","python"
1246069,"Data Analyst","2023-12-08 09:16:37","165000.0","Plexus Resource Solutions","mysql"
1246069,"Data Analyst","2023-12-08 09:16:37","165000.0","Plexus Resource Solutions","aws"
712473,"Data Analyst","2023-08-14 16:01:19","165000.0","Get It Recruit - Information Technology","sql"
712473,"Data Analyst","2023-08-14 16:01:19","165000.0","Get It Recruit - Information Technology","python"
712473,"Data Analyst","2023-08-14 16:01:19","165000.0","Get It Recruit - Information Technology","r"
712473,"Data Analyst","2023-08-14 16:01:19","165000.0","Get It Recruit - Information Technology","sas"
712473,"Data Analyst","2023-08-14 16:01:19","165000.0","Get It Recruit - Information Technology","matlab"
712473,"Data Analyst","2023-08-14 16:01:19","165000.0","Get It Recruit - Information Technology","pandas"
712473,"Data Analyst","2023-08-14 16:01:19","165000.0","Get It Recruit - Information Technology","tableau"
712473,"Data Analyst","2023-08-14 16:01:19","165000.0","Get It Recruit - Information Technology","looker"
712473,"Data Analyst","2023-08-14 16:01:19","165000.0","Get It Recruit - Information Technology","sas"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","2023-09-20 13:00:44","163500.0","CEDARS-SINAI","sas"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","2023-09-20 13:00:44","163500.0","CEDARS-SINAI","go"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","2023-09-20 13:00:44","163500.0","CEDARS-SINAI","crystal"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","2023-09-20 13:00:44","163500.0","CEDARS-SINAI","tableau"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","2023-09-20 13:00:44","163500.0","CEDARS-SINAI","sas"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","sql"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","python"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","scala"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","r"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","mysql"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","postgresql"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","couchbase"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","azure"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","databricks"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","aws"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","redshift"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","oracle"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","snowflake"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","watson"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","pyspark"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","airflow"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","linux"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","tableau"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","ssis"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","cognos"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","visio"
